Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
48.9708834044, 2.36600388978;"{""type"": ""Point"", ""coordinates"": [2.366003889781238, 48.97088340439523]}";58639;JACQUES PREVERT;Jacques Prévert;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;602158.251;141168.773
48.9658555748, 2.36357222379;"{""type"": ""Point"", ""coordinates"": [2.363572223790029, 48.96585557476999]}";46345;ALCIDE D'ORBIGNY;Alcide d'Orbigny;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601980.429;140609.609
48.9482081282, 2.35746152676;"{""type"": ""Point"", ""coordinates"": [2.35746152676453, 48.948208128173995]}";50685;GUYNEMER;Guynemer;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601533.563;138647.064
48.944818933, 2.35700635549;"{""type"": ""Point"", ""coordinates"": [2.357006355488534, 48.94481893301222]}";50681;ROGER SEMAT;Roger Semat;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601500.325;138270.175
48.7385627776, 2.36991014715;"{""type"": ""Point"", ""coordinates"": [2.369910147151241, 48.73856277761239]}";58781;CAROLINE AIGLE;Caroline Aigle;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602455.529;115334.676
48.7147133187, 2.37197353809;"{""type"": ""Point"", ""coordinates"": [2.371973538086651, 48.71471331870735]}";58786;PORTE DE L'ESSONNE;Porte de l'Essonne;Tramway;0;0;0;0;1;0;0;0;0;0;0;T7;0;0;RATP;0;1;602608.535;112682.657
48.7680683125, 2.36804946826;"{""type"": ""Point"", ""coordinates"": [2.368049468258244, 48.76806831249562]}";47694;BRETAGNE;Bretagne;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602317.311;118615.664
48.7567394332, 2.36836469927;"{""type"": ""Point"", ""coordinates"": [2.368364699267899, 48.75673943315194]}";47688;LA BELLE EPINE;La Belle Epine;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602341.011;117355.891
48.7733251079, 2.43604548522;"{""type"": ""Point"", ""coordinates"": [2.436045485215397, 48.773325107882]}";46286;CRETEIL POMPADOUR;Créteil Pompadour;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;607314.784;119204.571
49.2312224533, 2.88846678506;"{""type"": ""Point"", ""coordinates"": [2.888466785056863, 49.23122245330768]}";411396;CREPY-EN-VALOIS;CREPY-EN-VALOIS;Train;1;1;0;0;0;0;0;TRAIN_K;TRAIN_K;0;0;0;0;0;SNCF;0;0;640194.738;170265.438
48.9530860741, 2.31551535666;"{""type"": ""Point"", ""coordinates"": [2.315515356658934, 48.953086074119106]}";415806;ROSE BERTIN;Rose Bertin;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;598461.493;139189.499
48.7847258217, 2.23687329734;"{""type"": ""Point"", ""coordinates"": [2.236873297341349, 48.78472582173584]}";50800;GEORGES POMPIDOU;Georges Pompidou;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;592677.308;120472.375
48.783616518, 2.21463648531;"{""type"": ""Point"", ""coordinates"": [2.214636485307714, 48.7836165179623]}";42846;DEWOITINE;Dewoitine;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;591043.08;120351.431
48.9332722745, 2.30182635559;"{""type"": ""Point"", ""coordinates"": [2.301826355591042, 48.93327227447495]}";46450;TIMBAUD;Timbaud;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;597457.955;136986.564
48.8966643966, 2.24007925253;"{""type"": ""Point"", ""coordinates"": [2.240079252529998, 48.896664396618895]}";58496;FAUBOURG DE L ARCHE;Faubourg de l'Arche;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;592928.886;132919.695
48.8437717871, 2.41013203826;"{""type"": ""Point"", ""coordinates"": [2.410132038257952, 48.8437717870863]}";45215;ALEXANDRA DAVID-NEEL;Alexandra David-Néel;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;605402.527;127036.109
48.879469886, 2.40122220843;"{""type"": ""Point"", ""coordinates"": [2.401222208428272, 48.87946988603583]}";45616;HOPITAL ROBERT DEBRE;Hôpital Robert Debré;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;604745.199;131005.164
48.8974326019, 2.39504168368;"{""type"": ""Point"", ""coordinates"": [2.395041683679233, 48.89743260185179]}";58499;ELLA FITZGERALD;Ella Fitzgerald;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;604290.361;133002.259
48.8986011724, 2.3690369498;"{""type"": ""Point"", ""coordinates"": [2.369036949795615, 48.89860117240308]}";44503;PORTE D AUBERVILLIERS;Porte d'Aubervilliers;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;602383.718;133131.051
48.9665768165, 1.6009962105;"{""type"": ""Point"", ""coordinates"": [1.600996210503343, 48.966576816469555]}";47941;MENERVILLE;MÉNERVILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;546149.258;140952.673
48.9841727553, 1.74778618291;"{""type"": ""Point"", ""coordinates"": [1.747786182906161, 48.98417275530591]}";43151;LIMAY;LIMAY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;556911.394;142814.749
48.9922412813, 1.84513444487;"{""type"": ""Point"", ""coordinates"": [1.845134444868708, 48.992241281299954]}";43137;JUZIERS;JUZIERS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;564041.893;143660.82
49.0071272463, 1.96355177166;"{""type"": ""Point"", ""coordinates"": [1.963551771663076, 49.00712724633843]}";43217;VAUX-SUR-SEINE;VAUX-SUR-SEINE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;572715.388;145266.351
48.9467969421, 2.25789748266;"{""type"": ""Point"", ""coordinates"": [2.257897482662208, 48.94679694207156]}";47875;ARGENTEUIL;ARGENTEUIL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;594241.127;138492.942
48.9684962675, 2.19344286781;"{""type"": ""Point"", ""coordinates"": [2.193442867808299, 48.968496267514055]}";43116;CORMEILLES-EN-PARISIS;CORMEILLES EN PARISIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589524.808;140912.874
49.0074232989, 2.19761980711;"{""type"": ""Point"", ""coordinates"": [2.197619807107095, 49.0074232988833]}";43166;MONTIGNY-BEAUCHAMP;MONTIGNY-BEAUCHAMP;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589838.609;145241.007
48.9906512533, 2.26318262145;"{""type"": ""Point"", ""coordinates"": [2.263182621445491, 48.99065125326401]}";47920;ERMONT-HALTE;ERMONT HALTE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;594633.004;143369.177
48.9760542531, 2.33852407065;"{""type"": ""Point"", ""coordinates"": [2.338524070645141, 48.9760542531305]}";43119;DEUIL-MONTMAGNY;DEUIL MONTMAGNY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;600146.48;141743.358
48.1809368558, 2.73624984291;"{""type"": ""Point"", ""coordinates"": [2.736249842909681, 48.18093685577102]}";47118;SOUPPES;SOUPPES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;629729.2;53402.6
48.7965281811, 2.15237865481;"{""type"": ""Point"", ""coordinates"": [2.152378654808432, 48.79652818113706]}";43183;PORCHEFONTAINE;PORCHEFONTAINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;586471.589;121796.53
48.8002155781, 2.12904386737;"{""type"": ""Point"", ""coordinates"": [2.129043867370256, 48.80021557813598]}";43220;VERSAILLES CHATEAU;VERSAILLES CHATEAU;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;0;1;584758.412;122211.036
48.7748028107, 2.00656687176;"{""type"": ""Point"", ""coordinates"": [2.006566871761876, 48.774802810701466]}";43209;TRAPPES;TRAPPES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;575748.835;119417.287
48.7553892687, 1.9438351997;"{""type"": ""Point"", ""coordinates"": [1.943835199696632, 48.755389268681185]}";43147;LA VERRIERE;LA VERRIÈRE;Train;1;1;0;0;0;0;0;TRAIN_U;TRAIN_U;0;0;0;0;0;SNCF;1;1;571126.963;117280.649
48.8153286196, 1.87750420433;"{""type"": ""Point"", ""coordinates"": [1.877504204332997, 48.81532861959145]}";46847;VILLIERS-NEAUPHLE PONTCHARTRAIN;VILLIERS NEAUPHLE PONTCHARTRAIN;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;566290.619;123973.425
48.80260198, 1.81646679422;"{""type"": ""Point"", ""coordinates"": [1.816466794219013, 48.80260198000741]}";46850;MONTFORT-L'AMAURY-MERE;MONTFORT L'AMAURY MÉRÉ;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;561798.441;122587.387
48.8932385975, 1.87173847431;"{""type"": ""Point"", ""coordinates"": [1.871738474311976, 48.893238597480156]}";46884;MAREIL-SUR-MAULDRE;MAREIL-SUR-MAULDRE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;565920.7;132639.5
48.6140152427, 2.88825289271;"{""type"": ""Point"", ""coordinates"": [2.888252892714563, 48.61401524271126]}";47184;MORMANT;MORMANT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640681.505;101633.188
48.5621248368, 3.01176932363;"{""type"": ""Point"", ""coordinates"": [3.011769323630063, 48.562124836808735]}";47158;NANGIS;NANGIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;649840.4;95937.3
48.6679019575, 2.54754804856;"{""type"": ""Point"", ""coordinates"": [2.547548048561427, 48.66790195746236]}";45771;COMBS-LA-VILLE-QUINCY;COMBS-LA-VILLE-QUINCY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615543.063;107498.33
48.5955638398, 2.58394770969;"{""type"": ""Point"", ""coordinates"": [2.583947709690863, 48.59556383978605]}";47665;SAVIGNY-LE-TEMPLE-NANDY;SAVIGNY-LE-TEMPLE-NANDY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;618250.547;99462.414
48.5649494939, 2.59455181602;"{""type"": ""Point"", ""coordinates"": [2.594551816021531, 48.56494949387185]}";42516;CESSON;CESSON;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;619044.393;96060.669
48.5387752593, 2.62552215098;"{""type"": ""Point"", ""coordinates"": [2.625522150983236, 48.53877525931365]}";45784;LE MEE;LE MÉE-SUR-SEINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;621341.406;93158.338
48.4755230697, 2.69203326394;"{""type"": ""Point"", ""coordinates"": [2.692033263941142, 48.475523069688336]}";47654;BOIS-LE-ROI;BOIS-LE-ROI;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626286.187;86145.573
48.3867709865, 2.84203739017;"{""type"": ""Point"", ""coordinates"": [2.842037390168655, 48.38677098654151]}";43218;VERNOU-SUR-SEINE;VERNOU-SUR-SEINE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637443.459;76339.546
48.4068056294, 2.79923355753;"{""type"": ""Point"", ""coordinates"": [2.799233557534889, 48.40680562939159]}";43106;CHAMPAGNE-SUR-SEINE;CHAMPAGNE-SUR-SEINE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;634259.352;78547.087
48.9814459694, 1.98314335209;"{""type"": ""Point"", ""coordinates"": [1.983143352086498, 48.98144596941029]}";47964;VERNOUILLET-VERNEUIL;VERNOUILLET-VERNEUIL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;574135.191;142403.69
48.8680644232, 2.07671910268;"{""type"": ""Point"", ""coordinates"": [2.076719102677291, 48.86806442324713]}";47937;L'ETANG-LA-VILLE;L'ÉTANG-LA-VILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;580940.688;129767.764
48.8715031037, 2.09654825276;"{""type"": ""Point"", ""coordinates"": [2.096548252755343, 48.87150310365913]}";43248;MARLY-LE-ROI;MARLY-LE-ROI;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;582396.573;130145.31
48.8427199561, 2.13812505739;"{""type"": ""Point"", ""coordinates"": [2.138125057385087, 48.842719956143625]}";47880;LA CELLE-SAINT-CLOUD;LA CELLE-ST-CLOUD;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;585437.991;126935.729
48.8054930338, 2.16852039696;"{""type"": ""Point"", ""coordinates"": [2.168520396955386, 48.80549303375066]}";46689;VIROFLAY RD;Viroflay Rive Droite;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;587659.683;122790.647
48.7126289857, 2.40363310221;"{""type"": ""Point"", ""coordinates"": [2.403633102210895, 48.71262898566385]}";46395;ATHIS-MONS;ATHIS-MONS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604938.458;112452.459
48.676092434, 2.38678379703;"{""type"": ""Point"", ""coordinates"": [2.386783797033431, 48.676092433958715]}";43225;VIRY-CHATILLON;VIRY-CHÂTILLON;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;603701.223;108388.576
48.6763813235, 2.3332494626;"{""type"": ""Point"", ""coordinates"": [2.333249462599634, 48.67638132350428]}";47945;PETIT-VAUX;PETIT VAUX;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599758.764;108419.48
48.7006808046, 2.30784118461;"{""type"": ""Point"", ""coordinates"": [2.307841184609134, 48.70068080458576]}";43109;CHILLY-MAZARIN;CHILLY MAZARIN;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;597888.66;111122.022
48.7169462903, 2.2456725159;"{""type"": ""Point"", ""coordinates"": [2.245672515902156, 48.71694629029188]}";47009;PALAISEAU;PALAISEAU;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;593314.784;112934.417
48.7059689857, 2.21226237529;"{""type"": ""Point"", ""coordinates"": [2.212262375286111, 48.70596898570371]}";47873;LOZERE;LOZÈRE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;590854.343;111717.254
48.7012177194, 2.09797586115;"{""type"": ""Point"", ""coordinates"": [2.097975861153481, 48.701217719436556]}";47052;COURCELLE-SUR-YVETTE;COURCELLE-SUR-YVETTE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;582441.2;111209.2
48.834288898, 2.47168124122;"{""type"": ""Point"", ""coordinates"": [2.471681241217853, 48.83428889799084]}";47886;NOGENT-SUR-MARNE;NOGENT-SUR-MARNE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;609921.888;125987.857
48.8210388178, 2.4638567967;"{""type"": ""Point"", ""coordinates"": [2.46385679669642, 48.821038817767246]}";43135;JOINVILLE-LE-PONT;JOINVILLE-LE-PONT;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;609349.975;124513.443
48.8062000248, 2.4727204038;"{""type"": ""Point"", ""coordinates"": [2.472720403802171, 48.80620002476371]}";44801;SAINT-MAUR-CRETEIL;ST-MAUR CRÉTEIL;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;610003.8;122864.5
48.8069850725, 2.51030723575;"{""type"": ""Point"", ""coordinates"": [2.510307235745713, 48.80698507254004]}";58270;CHAMPIGNY;CHAMPIGNY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;612764.409;122957.472
48.7450721714, 2.41752097785;"{""type"": ""Point"", ""coordinates"": [2.417520977846332, 48.74507217139079]}";46298;LES SAULES;LES SAULES;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;605956.597;116061.185
48.7418787066, 2.40290860736;"{""type"": ""Point"", ""coordinates"": [2.402908607357657, 48.741878706578284]}";46299;ORLY VILLE;ORLY VILLE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604882.286;115705.016
48.7483496833, 2.37311194069;"{""type"": ""Point"", ""coordinates"": [2.373111940694138, 48.748349683264]}";47907;PONT DE RUNGIS;PONT DE RUNGIS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;602690.5;116423.1
48.7637868069, 2.41138672633;"{""type"": ""Point"", ""coordinates"": [2.411386726326975, 48.76378680686029]}";43110;CHOISY-LE-ROI;CHOISY-LE-ROI;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;605503.41;118141.805
48.8125717163, 2.18825985865;"{""type"": ""Point"", ""coordinates"": [2.188259858652606, 48.81257171626912]}";43241;CHAVILLE RIVE DROITE;CHAVILLE RIVE DROITE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589111.151;123574.747
48.8809220076, 2.35632854366;"{""type"": ""Point"", ""coordinates"": [2.356328543659048, 48.88092200757077]}";43233;GARE DU NORD;GARE DU NORD;Train / RER / Metro;1;1;1;1;0;0;0;TRAIN_H / TRAIN_K;TRAIN_H / TRAIN_K;0;0;0;0;0;RATP/SNCF;1;1;601452.502;131164.791
48.8366433163, 2.15269740303;"{""type"": ""Point"", ""coordinates"": [2.152697403030118, 48.83664331625267]}";43216;VAUCRESSON;VAUCRESSON;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;586505.913;126257.286
48.8957453121, 2.22321296703;"{""type"": ""Point"", ""coordinates"": [2.223212967029377, 48.89574531209786]}";43169;NANTERRE-PREFECTURE;NANTERRE PRÉFECTURE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;591692.131;132819.216
48.8981188748, 2.24794284424;"{""type"": ""Point"", ""coordinates"": [2.247942844244836, 48.898118874796324]}";43118;COURBEVOIE;COURBEVOIE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;593505.62;133080.724
48.9239186266, 2.25934570305;"{""type"": ""Point"", ""coordinates"": [2.25934570305215, 48.923918626560365]}";43113;COLOMBES;COLOMBES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;594344.582;135948.75
48.8976374479, 2.29741994815;"{""type"": ""Point"", ""coordinates"": [2.297419948146663, 48.89763744791706]}";43112;CLICHY-LEVALLOIS;CLICHY-LEVALLOIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;597133.046;133024.109
48.9327062187, 2.4547663855;"{""type"": ""Point"", ""coordinates"": [2.454766385495414, 48.932706218711886]}";43122;DRANCY;DRANCY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;608663.059;136929.807
48.9476075586, 2.52471638939;"{""type"": ""Point"", ""coordinates"": [2.524716389387319, 48.94760755855041]}";43193;SEVRAN-BEAUDOTTES;SEVRAN BEAUDOTTES;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;613783.793;138597.222
48.9637554269, 2.37210313434;"{""type"": ""Point"", ""coordinates"": [2.372103134338227, 48.96375542690121]}";43179;PIERREFITTE-STAINS;PIERREFITTE STAINS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;602605.138;140376.331
48.7398306985, 2.42639982184;"{""type"": ""Point"", ""coordinates"": [2.426399821844424, 48.73983069854368]}";46307;VILLENEUVE-LE-ROI;VILLENEUVE-LE-ROI;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;606610.259;115479.069
49.0918829981, 3.06269040562;"{""type"": ""Point"", ""coordinates"": [3.062690405620139, 49.09188299807383]}";47491;CROUY-SUR-OURCQ;CROUY-SUR-OURCQ;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;653031.354;154878.981
48.8699501349, 2.78222672345;"{""type"": ""Point"", ""coordinates"": [2.782226723449037, 48.86995013493981]}";43239;CHESSY - MARNE-LA-VALLEE;CHESSY - MARNE-LA-VALLÉE;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;632695.42;130041.125
49.1382863751, 2.49017898474;"{""type"": ""Point"", ""coordinates"": [2.490178984738635, 49.13828637506293]}";411421;ORRY-LA-VILLE-COYE;ORRY-LA-VILLE COYE-LA-FORÊT;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;0;611211.043;159795.061
48.9231037797, 2.28627957753;"{""type"": ""Point"", ""coordinates"": [2.286279577529783, 48.92310377966602]}";43693;LES AGNETTES-ASNIERES-GENNEVILLIERS;Les Agnettes;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596318.176;135856.466
48.448384567, 1.48087093272;"{""type"": ""Point"", ""coordinates"": [1.480870932723717, 48.448384567032775]}";411507;CHARTRES;CHARTRES;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;536699.958;83425.307
48.5852787101, 1.5924579153;"{""type"": ""Point"", ""coordinates"": [1.592457915304339, 48.58527871010612]}";59302;MAINTENON;MAINTENON;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;545105.023;98559.974
48.2863911796, 3.20189382787;"{""type"": ""Point"", ""coordinates"": [3.201893827865916, 48.28639117963662]}";411458;PONT-SUR-YONNE;PONT-SUR-YONNE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;664225.375;65420.048
47.9734303157, 3.39286472634;"{""type"": ""Point"", ""coordinates"": [3.39286472633588, 47.97343031566925]}";411467;JOIGNY;JOIGNY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;678885.8;30799.378
49.0453116484, 2.10511071028;"{""type"": ""Point"", ""coordinates"": [2.105110710283281, 49.04531164840122]}";47599;SAINT-OUEN-L'AUMONE;ST-OUEN-L'AUMÔNE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;583084.12;149470.862
49.0231619963, 2.46216896206;"{""type"": ""Point"", ""coordinates"": [2.462168962061531, 49.02316199631518]}";47876;GOUSSAINVILLE;GOUSSAINVILLE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;609188.691;146989.377
49.023206379, 2.36222297963;"{""type"": ""Point"", ""coordinates"": [2.362222979632836, 49.02320637895388]}";43073;ECOUEN-EZANVILLE;ÉCOUEN ÉZANVILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;601879.501;146987.014
49.1190226463, 2.39972485389;"{""type"": ""Point"", ""coordinates"": [2.399724853888681, 49.119022646311485]}";47951;SEUGY;SEUGY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604613.173;157643.465
49.1171321315, 2.42010703417;"{""type"": ""Point"", ""coordinates"": [2.420107034171445, 49.11713213147665]}";47528;LUZARCHES;LUZARCHES;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;606101.097;157434.675
49.1325777024, 2.28051536982;"{""type"": ""Point"", ""coordinates"": [2.280515369819846, 49.132577702391806]}";47530;NOINTEL-MOURS;NOINTEL MOURS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;595913.21;159150.437
49.155189859, 2.32575399488;"{""type"": ""Point"", ""coordinates"": [2.32575399488057, 49.15518985895946]}";47533;BRUYERES-SUR-OISE;BRUYÈRES-SUR-OISE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599214.639;161663.461
49.114783971, 2.21001986928;"{""type"": ""Point"", ""coordinates"": [2.210019869278495, 49.1147839709841]}";47589;L'ISLE-ADAM-PARMAIN;L'ISLE-ADAM-PARMAIN;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;590765.83;157178.004
49.0804937079, 2.00371537163;"{""type"": ""Point"", ""coordinates"": [2.003715371632977, 49.08049370791345]}";44161;MONTGEROULT-COURCELLES;MONTGEROULT COURCELLES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;575689.594;153410.889
49.1626705808, 1.93692863442;"{""type"": ""Point"", ""coordinates"": [1.93692863441509, 49.16267058076292]}";47930;CHARS;CHARS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;570859.592;162572.664
48.7405841228, 2.35330704843;"{""type"": ""Point"", ""coordinates"": [2.353307048434887, 48.740584122765895]}";44787;RUNGIS-LA FRATERNELLE;RUNGIS LA FRATERNELLE;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;0;0;0;SNCF / RATP;0;1;601234.3;115559.047
48.8082965895, 2.33435431099;"{""type"": ""Point"", ""coordinates"": [2.334354310989666, 48.80829658953836]}";43607;LAPLACE;LAPLACE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599840.6;123088.6
48.8607082325, 2.3256202919;"{""type"": ""Point"", ""coordinates"": [2.325620291902724, 48.86070823252512]}";45705;MUSEE D'ORSAY;MUSÉE D'ORSAY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;599199.98;128916.87
48.8709741382, 2.27557452685;"{""type"": ""Point"", ""coordinates"": [2.275574526847743, 48.870974138193766]}";45437;AVENUE FOCH;AVENUE FOCH;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;595529.0;130060.2
48.8565315515, 2.27516715469;"{""type"": ""Point"", ""coordinates"": [2.27516715468514, 48.8565315515406]}";45453;BOULAINVILLIERS;BOULAINVILLIERS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;595497.8;128454.2
48.8536480527, 2.27948707184;"{""type"": ""Point"", ""coordinates"": [2.279487071838513, 48.853648052713524]}";45419;AVENUE DU PRESIDENT KENNEDY;AVENUE DU PRESIDENT KENNEDY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;595814.539;128133.303
48.8473083586, 2.43329972174;"{""type"": ""Point"", ""coordinates"": [2.433299721742195, 48.847308358571325]}";43224;VINCENNES;VINCENNES;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;607102.444;127431.297
48.978524624, 2.38504919183;"{""type"": ""Point"", ""coordinates"": [2.3850491918267, 48.97852462398597]}";43748;LES LOCHERES;Les Lochères;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;603551.988;142019.198
48.9766656918, 2.37741967362;"{""type"": ""Point"", ""coordinates"": [2.377419673623506, 48.9766656918123]}";43013;LES FLANADES;Les Flanades;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;602993.639;141812.154
